Year,Title,Author,Keywords,JEL_Category,Citations,Abstract
2023,An Instrumental Variable Approach to Dynamic Models,"Berry, ST; Compiani, G",Dynamic models; Instrumental Variables; State Dependence; Initial Conditions; L1; C36; C57; DISCRETE-CHOICE MODELS; PANEL-DATA; NONPARAMETRIC IDENTIFICATION; MOMENT INEQUALITIES; INDUSTRY DYNAMICS; STATE DEPENDENCE; INFERENCE; ESTIMATORS; PARAMETERS; GAMES,Economics; Business & Economics,10,"We present a new class of methods for identification and inference in dynamic models with serially correlated unobservables, which typically imply that state variables are econometrically endogenous. In the context of Industrial Organization, these state variables often reflect econometrically endogenous market structure. We propose the use of Generalized Instrument Variables methods to identify those dynamic policy functions that are consistent with instrumental variable (IV) restrictions. Extending popular ""two-step"" methods, these policy functions then identify a set of structural parameters that are consistent with the dynamic model, the IV restrictions and the data. We provide computed illustrations to both single-agent and oligopoly examples. We also present a simple empirical analysis that, among other things, supports the counterfactual study of an environmental policy entailing an increase in sunk costs."
2023,Sentimental Business Cycles,"Lagerborg, A; Pappa, E; Ravn, MO",Consumer confidence; Instrumental variables; Dynamic causal effects of consumer sentiments; C36; E0; E32; INCOME TAX CHANGES; CONSUMER CONFIDENCE; POLICY; NEWS; COSTS; NOISE,Economics; Business & Economics,33,"We estimate the dynamic causal effects of consumer sentiment shocks in the US. We identify autonomous changes in survey evidence on consumer confidence using fatalities in mass shootings as an instrument. We find the instrument to be significant for an aggregate index of consumer expectations and also back up the identification scheme with micro evidence that exploits the geographical variation in mass shootings. Sentiment shocks have real macroeconomic effects. A negative sentiment shock is recessionary: It sets off a persistent decline in consumer confidence and induces a contraction in industrial production, private sector consumption and in the labour market, while having less evident nominal effects. Finally, sentiment shocks explain a non-negligible part of the cyclical fluctuations in consumer confidence and real macroeconomic aggregates."
2023,Time Consistency and Duration of Government Debt: A Model of Quantitative Easing,"Bhattarai, S; Eggertsson, GB; Gafarov, B",Government debt maturity; Quantitative easing; Time-consistent equilibrium; Signalling; Zero lower bound; E31; E52; E58; E61; E63; MONETARY-POLICY; INTEREST-RATES; MATURITY; DEFAULT; ESCAPE,Economics; Business & Economics,15,"This article presents a model of quantitative easing (QE) at the zero lower bound (ZLB) on the short-term nominal interest rate. QE, which reduces the maturity of government debt, is effective at the ZLB because it generates expectations of future monetary expansion in a time-consistent equilibrium. Numerical experiments show that this effect can be substantial."
2022,"TASKS, AUTOMATION, AND THE RISE IN US WAGE INEQUALITY","Acemoglu, D; Restrepo, P",Tasks; automation; productivity; technology; inequality; wages; TECHNOLOGICAL-CHANGE; LABOR; POLARIZATION; COMPUTERS; GROWTH; SHARE; DECLINE; ROBOTS; JOBS,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",341,"We document that between 50% and 70% of changes in the U.S. wage structure over the last four decades are accounted for by relative wage declines of worker groups specialized in routine tasks in industries experiencing rapid automation. We develop a conceptual framework where tasks across industries are allocated to different types of labor and capital. Automation technologies expand the set of tasks performed by capital, displacing certain worker groups from jobs for which they have comparative advantage. This framework yields a simple equation linking wage changes of a demographic group to the task displacement it experiences. We report robust evidence in favor of this relationship and show that regression models incorporating task displacement explain much of the changes in education wage differentials between 1980 and 2016. The negative relationship between wage changes and task displacement is unaffected when we control for changes in market power, deunionization, and other forms of capital deepening and technology unrelated to automation. We also propose a methodology for evaluating the full general equilibrium effects of automation, which incorporate induced changes in industry composition and ripple effects due to task reallocation across different groups. Our quantitative evaluation explains how major changes in wage inequality can go hand-in-hand with modest productivity gains."
2022,OPTIMAL TAXATION OF INCOME-GENERATING CHOICE,"Ales, L; Sleet, C",Mixed logit; discrete choice; optimal taxation; MODELS; ELASTICITIES; WORKERS,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",3,"Discrete location, occupation, skill, and hours choices of workers underpin their incomes. This paper analyzes the optimal taxation of discrete income-generating choice. It derives optimal tax equations and Pareto test inequalities for mixed logit choice environments that can accommodate discrete and unstructured choice sets, rich preference heterogeneity, and complex aggregate cross-substitution patterns between choices. These equations explicitly connect optimal taxes to societal redistributive goals and private substitution behavior, with the latter encoded as a substitution matrix that describes cross-sensitivities of choice distributions to tax-induced utility variation. In repeated mixed logit settings, the substitution matrix is exactly the Markov matrix of shock-induced agent transitions across choices. We describe implications of this equivalence for evaluation of prevailing tax designs and the structural estimation of optimal policy mixed logit models. We apply our results to two salient examples: spatial taxation and taxation of couples."
2022,VOLATILITY AND THE GAINS FROM TRADE,"Allen, T; Atkin, D",Trade and risk; heterogeneous traders; agricultural trade; portfolio choice; mean-variance frontier; crop choice; India; INSURANCE; IMPACT; RISK; PERFORMANCE; CONSTRAINTS; INFORMATION; COUNTRIES; OPENNESS; MARKETS; SHOCKS,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",30,"Trade liberalization changes the volatility of returns by reducing the negative correlation between local prices and productivity shocks. In this paper, we explore these second-moment effects of trade. Using forty years of agricultural micro-data from India, we show that falling trade costs due to expansions of the Indian highway network reduced the responsiveness of local prices to local yields but increased the responsiveness of local prices to yields elsewhere. In response, farmers shifted their production toward crops with less volatile yields, especially so for those with poor access to risk mitigating technologies such as banks. We then characterize how volatility affects farmers' crop allocation using a portfolio choice framework where returns are determined in general equilibrium by a many-location, many-good Ricardian trade model with flexible trade costs. Finally, we structurally estimate the model-recovering farmers' risk-return preferences from the gradient of the mean-variance frontier at their observed crop choices-to quantify the second-moment effects of trade. The simultaneous expansion of both the highway and rural bank networks increased the mean and the variance of farmer real income, with the first-moment effect dominating such that expected welfare rose 4.4%. But had rural bank access remained unchanged, welfare gains would have been only half as great, as risk mitigating technologies allowed farmers to take advantage of higher-risk higher-return allocations."
2022,Measuring Racial Discrimination in Bail Decisions,"Arnold, D; Dobbie, W; Hull, P",PRETRIAL DETENTION; IMPACT; POLICY; RACE,Economics; Business & Economics,56,"We develop new quasi-experimental tools to measure disparate impact, regardless of its source, in the context of bail decisions. We show that omitted variables bias in pretrial release rate comparisons can be purged by using the quasi-random assignment of judges to estimate average pretrial misconduct risk by race. We find that two-thirds of the release rate disparity between White and Black defendants in New York City is due to the disparate impact of release decisions. We then develop a hierarchical marginal treatment effect model to study the drivers of disparate impact, finding evidence of both racial bias and statistical discrimination."
2022,(S)CARS AND THE GREAT RECESSION,"Attanasio, O; Larkin, K; Ravn, MO; Padula, M",Consumption; durables adjustment; Great Recession; CONSUMER DURABLES; CONSUMPTION INEQUALITY; PARTIAL INSURANCE; UNCERTAINTY; DYNAMICS; INCOME; TIME; EXPENDITURE; INVESTMENT; ADJUSTMENT,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",11,"United States households' consumption expenditures and car purchases collapsed during the Great Recession and more so than income changes would have predicted. Using CEX data, we show that both the extensive and the intensive car spending margins contracted sharply in the Great Recession. We also document significant cross-cohort differences in the impact of the Great Recession including a stronger reduction in car spending by younger cohorts. We draw inference on the sources of the Great Recession by investigating which shocks can explain household choices in a 60 period life-cycle model with idiosyncratic and aggregate shocks fitted to aggregate and life-cycle moments. We find that the Great Recession was caused by a combination of large aggregate income and wealth shocks, while cross-cohort adjustment patterns imply a role for life-cycle income profile shocks. We also find a role for car loan premia shocks in accounting for car spending and car loans."
2022,FULL INFORMATION EQUIVALENCE IN LARGE ELECTIONS,"Barelli, P; Bhattacharya, S; Siga, L",Information aggregation; Codorcet jury theorem; scoring rules; large elections; UNANIMOUS JURY VERDICTS; SCORING RULES; AGGREGATION; MODEL; MAJORITY; CURSE,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",4,"We study the problem of aggregating private information in elections with two or more alternatives for a large family of scoring rules. We introduce a feasibility condition, the linear refinement condition, that characterizes when information can be aggregated asymptotically as the electorate grows large: there must exist a utility function, linear in distributions over signals, sharing the same top alternative as the primitive utility function. Our results complement the existing work where strong assumptions are imposed on the environment, and caution against potential false positives when too much structure is imposed."
2022,RETRACTED: Dividend Taxes and the Allocation of Capital (Retracted Article),"Boissel, C; Matray, A",CORPORATE-INVESTMENT; CASH FLOW; TAXATION; MISALLOCATION; FINANCE,Economics; Business & Economics,12,"This paper investigates the 2013 threefold increase in the French div-idend tax rate. Using administrative data covering the universe of firms from 2008 to 2017 and a quasi-experimental setting, we find that firms swiftly cut dividend payments and used this tax-induced increase in liquidity to invest more. Heterogeneity analyses show that firms with high demand and returns on capital responded most while no group of firms cut their investment. Our results reject models in which higher dividend taxes increase the cost of capital and show that the tax-induced increase in liquidity relaxes credit constraints, which can reduce capital misallocation."
2022,Methods Matter: p-Hacking and Publication Bias in Causal Analysis in Economics: Reply,"Brodeur, A; Cook, N; Heyes, A",,Economics; Business & Economics,6,"In Brodeur, Cook, and Heyes (2020) we present evidence that instrumental variable (and to a lesser extent difference-in -difference) articles are more p-hacked than randomized controlled trial and regression discontinuity design articles. We also find no evidence that (i) articles published in the top five journals are different; (ii) the ""revise and resubmit "" process mitigates the problem; (iii) things are improving through time. Kranz and Putz (2022) apply a novel adjustment to address rounding errors. They success-fully replicate our results with the exception of our shakiest finding: after adjusting for rounding errors, bunching of test statistics for difference-in-difference articles is now smaller around the 5 percent level (and coincidentally larger at the 10 percent level)."
2022,INFORMATION HIERARCHIES,"Brooks, B; Frankel, A; Kamenica, E",Information; beliefs; signals; Blackwell order; networks,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",7,"If experiment A is Blackwell more informative than experiment B, it is always possible that A and B are induced by signals A' and B' such that A' is a refinement of B', that is, A' entails observing B' plus some additional information. We first show that this result does not extend beyond pairs of experiments: There exist collections of experiments that cannot be induced by a collection of signals so that whenever two experiments are Blackwell ordered, the associated signals are refinement ordered. In other words, sometimes it is impossible for more informed agents to know everything that less informed agents know. More broadly, define an information hierarchy to be a partially ordered set that ranks experiments in terms of informativeness. Is it the case that for any choice of experiments indexed on the hierarchy such that higher experiments are Blackwell more informative, there are signals that induce these experiments with higher signals being refinements of lower signals? We show that the answer is affirmative if and only if the undirected graph of the information hierarchy is a forest."
2022,GENDER DIFFERENCES IN PEER RECOGNITION BY ECONOMISTS,"Card, D; DellaVigna, S; Funk, P; Iriberri, N",Academic awards; gender differences; discrimination; Econometric Society; DISCRIMINATION; AWARDS,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",22,"We study the selection of Fellows of the Econometric Society, using a new data set of publications and citations for over 40,000 actively publishing economists since the early 1900s. Conditional on achievement, we document a large negative gap in the probability that women were selected as Fellows in the 1933-1979 period. This gap became positive (though not statistically significant) from 1980 to 2010, and in the past decade has become large and highly significant, with over a 100% increase in the probability of selection for female authors relative to males with similar publications and citations. The positive boost affects highly qualified female candidates (in the top 10% of authors) with no effect for the bottom 90%. Using nomination data for the past 30 years, we find a key proximate role for the Society's Nominating Committee in this shift. Since 2012, the Committee has had an explicit mandate to nominate highly qualified women, and its nominees enjoy above-average election success (controlling for achievement). Looking beyond gender, we document similar shifts in the premium for geographic diversity: in the mid-2000s, both the Fellows and the Nominating Committee became significantly more likely to nominate and elect candidates from outside the United States. Finally, we examine gender gaps in several other major awards for U.S. economists. We show that the gaps in the probability of selection of new fellows of the American Academy of Arts and Sciences and the National Academy of Sciences closely parallel those of the Econometric Society, with historically negative penalties for women turning to positive premiums in recent years."
2022,Economic Preferences across Generations and Family Clusters: A Large-Scale Experiment in a Developing Country,"Chowdhury, S; Sutter, M; Zimmermann, KF",SOCIAL PREFERENCES; DECISION-MAKING; RISK ATTITUDES; IMPATIENCE; TRANSMISSION; BEHAVIOR; EGALITARIANISM; INTELLIGENCE; ADOLESCENTS; INCENTIVES,Economics; Business & Economics,34,"Our large-scale experiment with 542 families from rural Bangladesh finds substantial intergenerational persistence of economic preferences. Both mothers' and fathers' risk, time, and social preferences are significantly (and largely to the same degree) positively correlated with their children's economic preferences, even when controlling for personality traits and socioeconomic background. We discuss possible transmission channels and are the first to classify all families into one of two clusters, with either relatively patient, risk-tolerant, and prosocial members or relatively impatient, risk averse, and spiteful members. Classifications correlate with socioeconomic background variables. We find that our results differ from evidence for rich countries."
2022,Minimum Wage and Individual Worker Productivity: Evidence from a Large US Retailer,"Coviello, D; Deserranno, E; Persico, N",EMPLOYMENT,Economics; Business & Economics,34,"We study workers who are employed by a large US retailer, work in many store locations, and are paid based on performance. By means of a border-discontinuity analysis, we document that workers become more productive and are terminated less often after a minimum wage increase. These effects are stronger among workers whose pay is more often supported by the minimum wage. However, when workers are monitored less intensely, the minimum wage depresses productivity. We interpret these findings through an efficiency wage model. After a minimum wage increase, profits decrease, and a calibration exercise suggests that worker welfare increases."
2022,Belief Elicitation and Behavioral Incentive Compatibility,"Danz, D; Vesterlund, L; Wilson, AJ",ELICITING BELIEFS; SCORING RULES; PREFERENCES; INFORMATION; COMPETITION; PROMISES; GAMES; MENU; SHY,Economics; Business & Economics,79,"Subjective beliefs are crucial for economic inference, yet behavior can challenge the elicitation. We propose that belief elicitation should be incentive compatible not only theoretically but also in a de facto behavioral sense. To demonstrate, we show that the binarized scoring rule, a state-of-the-art elicitation, violates two weak conditions for behavioral incentive compatibility: (i) within the elicitation, information on the incentives increases deviations from truthful reporting; and (ii) in a pure choice over the set of incentives, most deviate from the theorized maximizer. Moreover, we document that deviations are systematic and center-biased, and that the elicited beliefs substantially distort inference."
2022,Experimental Cost of Informations,"Denti, T; Marinacci, M; Rustichini, A",INATTENTION,Economics; Business & Economics,18,"We relate two main representations of the cost of acquiring information: a cost that depends on the experiment performed, as in statistical decision theory, and a cost that depends on the distribution of posterior beliefs, as in applications of rational inattention. We show that in many cases of interest, posterior-based costs are inconsistent with a primitive model of costly experimentation. The inconsistency is at the core of known limits to the application of rational inattention in games and, more broadly, in equilibrium analyses where beliefs are endogenous; we show that an experiment-based approach helps to understand and overcome these difficulties."
2022,PREPARING FOR THE WORST BUT HOPING FOR THE BEST: ROBUST (BAYESIAN) PERSUASION,"Dworczak, P; Pavan, A",Persuasion; information design; robustness; worst-case optimality; COMPETITIVE INFORMATION DISCLOSURE; DESIGN,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",20,"We propose a robust solution concept for Bayesian persuasion that accounts for the Sender's concern that her Bayesian belief about the environment-which we call the conjecture-may be false. Specifically, the Sender is uncertain about the exogenous sources of information the Receivers may learn from, and about strategy selection. She first identifies all information policies that yield the largest payoff in the ""worst-case scenario,"" that is, when Nature provides information and coordinates the Receivers' play to minimize the Sender's payoff. Then she uses the conjecture to pick the optimal policy among the worst-case optimal ones. We characterize properties of robust solutions, identify conditions under which robustness requires separation of certain states, and qualify in what sense robustness calls for more information disclosure than standard Bayesian persuasion. Finally, we discuss how some of the results in the Bayesian persuasion literature change once robustness is accounted for, and develop a few new applications."
2022,RULES AND COMMITMENT IN COMMUNICATION: AN EXPERIMENTAL ANALYSIS,"Fréchette, GR; Lizzeri, A; Perego, J",Communication; commitment; verifiability; persuasion; experiment; INFORMATION-TRANSMISSION; CHEAP-TALK; DISCLOSURE; GAMES; TRUTH; PERSUASION; DECEPTION; QUALITY; CHOICES; MODELS,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",28,"We study the role of commitment in communication and its interactions with rules, which determine whether information is verifiable. Our framework nests models of cheap talk, information disclosure, and Bayesian persuasion. It predicts that commitment has opposite effects on information transmission under the two alternative rules. We leverage these contrasting forces to experimentally establish that subjects react to commitment in line with the main qualitative implications of the theory. Quantitatively, not all subjects behave as predicted. We show that a form of commitment blindness leads some senders to overcommunicate when information is verifiable and undercommunicate when it is not. This generates an unpredicted gap in information transmission across the two rules, suggesting a novel role for verifiable information in practice."
2022,Dispersed Behavior and Perceptions in Assortative Societies,"Frick, M; Iijima, R; Ishii, Y",RATIONALIZABLE CONJECTURAL EQUILIBRIUM; INCOME-DISTRIBUTION; SEGREGATION; INFORMATION; EDUCATION; GAMES; EXPECTATIONS; INVESTMENT; FRAMEWORK; SELECTION,Economics; Business & Economics,5,"We formulate a model of social interactions and misinferences by agents who neglect assortativity in their society, mistakenly believing that they interact with a representative sample of the population. A key component of our approach is the interplay between this bias and agents' strategic incentives. We highlight a mechanism through which assortativity neglect, combined with strategic complementarities in agents' behavior, drives up action dispersion in society (e.g., socioeconomic disparities in education investment). We also suggest that the combination of assortativity neglect and strategic incentives may be relevant in understanding empirically documented misperceptions of income inequality and political attitude polarization."
2022,Rational Illiquidity and Consumption: Theory and Evidence from Income Tax Withholding and Refunds,"Gelman, M; Kariv, S; Shapiro, MD; Silverman, D",HOUSEHOLD CONSUMPTION; TRANSITORY,Economics; Business & Economics,9,"Low liquidity and a high marginal propensity to consume are tightly linked. This paper analyzes this link in the context of income tax withholding and refunds. A theory of rational cash management with income uncertainty endogenizes the relationship between illiquidity and the marginal propensity to consume, and can explain the finding that households tend to spend tax refunds as if they valued liquidity, yet do not act to increase liquidity by reducing their withholding. The theory is supported by individual-level evidence based on financial account records, including a positive correlation between the size of tax refunds and the marginal propensity to consume out of those refunds."
2022,FISCAL RULES AND DISCRETION UNDER LIMITED ENFORCEMENT,"Halac, M; Yared, P",Private information; fiscal policy; deficit bias; enforcement constraints; COLLECTIVE DYNAMIC CHOICE; DELEGATION; GAMES,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",28,"We study a fiscal policy model in which the government is present-biased towards public spending. Society chooses a fiscal rule to trade off the benefit of committing the government to not overspend against the benefit of granting it flexibility to react to privately observed shocks to the value of spending. Unlike prior work, we examine rules under limited enforcement: the government has full policy discretion and can only be incentivized to comply with a rule via the use of penalties which are joint and bounded. We show that optimal incentives must be bang-bang. Moreover, under a distributional condition, the optimal rule is a maximally enforced deficit limit, triggering the maximum feasible penalty whenever violated. Violation optimally occurs under high enough shocks if and only if available penalties are weak and such shocks are relatively unlikely. We derive comparative statics showing how rules should be calibrated to features of the environment."
2022,HOUSEHOLD LEVERAGE AND THE RECESSION,"Jones, C; Midrigan, V; Philippon, T",Great Recession; household debt; regional evidence; zero lower bound; GREAT RECESSION; FISCAL STIMULUS; BUSINESS; CONSTRAINTS; LIQUIDITY; CONSUMPTION; INFLATION; PRICES; MODEL; CRISES,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",23,"We evaluate and partially challenge the household leverage view of the Great Recession. In the data, employment and consumption declined more in U.S. states where household debt declined more. We study a model of a monetary union composed of many regions in which liquidity constraints shape the response of employment and consumption to changes in debt. We estimate the model with Bayesian methods combining state and aggregate data. Changes in household credit explain 40% of the differential rise and fall of employment across states, but a small fraction of the aggregate employment decline in 2007-2010. Nevertheless, since household deleveraging was gradual, credit shocks greatly slowed the recovery."
2022,Taxing Top Incomes in a World of Ideas,"Jones, CI",OPTIMAL TAXATION; REDISTRIBUTIVE TAXATION; BASIC RESEARCH; GROWTH; ELASTICITIES; SPILLOVERS; EARNERS; POLICY; TAXES; MODEL,Economics; Business & Economics,14,"This paper considers top income taxation when (i) new ideas drive economic growth, (ii) the reward for successful innovation is a top income, and (iii) innovation cannot be perfectly targeted by a research subsidy-think about the business methods of Walmart, the creation of Uber, or the ""idea"" of Amazon. These conditions lead to a new force affecting the optimal top tax rate: by slowing the creation of new ideas that drive aggregate GDP, top income taxation reduces everyone's income, not just income at the top. This force sharply constrains both revenue-maximizing and welfare-maximizing top tax rates."
2022,"MONETARY POLICY, REDISTRIBUTION, AND RISK PREMIA","Kekre, R; Lenel, M",Monetary policy; risk premia; heterogeneous agents; TIME-VARYING RISK; UNCERTAINTY SHOCKS; RARE DISASTERS; ASSET; HETEROGENEITY; IDENTIFICATION; MARKETS; MODEL; STOCK; CONSUMPTION,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",31,"We study the transmission of monetary policy through risk premia in a heterogeneous agent New Keynesian environment. Heterogeneity in households' marginal propensity to take risk (MPR) summarizes differences in portfolio choice on the margin. An unexpected reduction in the nominal interest rate redistributes to households with high MPRs, lowering risk premia and amplifying the stimulus to the real economy. Quantitatively, this mechanism rationalizes the role of news about future excess returns in driving the stock market response to monetary policy shocks and amplifies their real effects by 1.3-1.4 times."
2022,Behavioral Foundations of Nested Stochastic Choice and Nested Logit,"Kovach, M; Tserenjigmid, G",CALLING PATTERNS; RATIONAL CHOICE; MODELS; SERVICE,Economics; Business & Economics,15,"We provide the first behavioral characterization of nested logit, a foundational and widely applied discrete-choice model, through the introduction of a nonparametric version of nested logit that we call ""nested stochastic choice"" (NSC). NSC is characterized by a single axiom that weakens independence of irrelevant alternatives on the basis of revealed similarity to allow for the similarity effect. Nested logit is characterized by an additional menu-independence axiom. Our axiomatic characterization leads to a practical, data-driven algorithm that identifies the true nest structure from choice data. We also discuss limitations of generalizing nested logit by studying the testable implications of cross-nested logit."
2022,Methods Matter: p-Hacking and Publication Bias in Causal Analysis in Economics: Comment,"Kranz, S; PÜtz, P",,Economics; Business & Economics,16,"Brodeur, Cook, and Heyes (2020) study hypothesis tests from eco-nomic articles and find evidence for p-hacking and publication bias, in particular for instrumental variable and difference-in-difference studies. When adjusting for rounding errors (introducing a novel method), statistical evidence for p-hacking from randomization tests and caliper tests at the 5 percent significance threshold vanishes for difference-in-differnce studies but remains for instrumental variable studies. Results at the 1 percent and 10 percent significance thresh-olds remain largely similar. In addition, Brodeur, Cook, and Heyes derive latent distributions of z-statistics absent publication bias using two different approaches. We establish for each approach a result that challenges its applicability."
2022,The Rise and Fall of Local Elections in China,"Martinez-Bravo, M; Miquel, GPI; Qian, N; Yao, Y",POLITICAL SELECTION; VILLAGE ELECTIONS; FIELD EXPERIMENT; GOVERNMENT; DECENTRALIZATION; DEMOCRACY; POWER; FOUNDATIONS; PERFORMANCE; AUTHORITY,Economics; Business & Economics,75,"We posit that autocrats introduce local elections when their bureaucratic capacity is low. Local elections exploit citizens' informational advantage in keeping local officials accountable, but they also weaken vertical control. As bureaucratic capacity increases, the autocrat limits the role of elected bodies to regain vertical control. We argue that these insights can explain the introduction of village elections in rural China and the subsequent erosion of village autonomy years later. We construct a novel dataset to document political reforms, policy outcomes, and de facto power for almost four decades. We find that the introduction of elections improves popular policies and weakens unpopular ones. Increases in regional government resources lead to loss of village autonomy, but less so in remote villages. These patterns are consistent with an organizational view of local elections within autocracies."
2022,EXPERIMENTATION AND APPROVAL MECHANISMS,"McClellan, A",Dynamic mechanism design; experimentation; approval rules,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",13,"We study the design of approval rules when costly experimentation must be delegated to an agent with misaligned preferences. When the agent has the option to end experimentation, we show that in contrast to standard stopping problems, the optimal approval rule must be history-dependent. We characterize the optimal rule and show the approval threshold moves downward over the course of experimentation. We find that private information may qualitatively change the optimal mechanism: an agent can choose a fast-track option in the form of an initially depressed approval threshold. On expiry of the fast track, the threshold jumps up, introducing more stringent standards. Our results provide a theoretical foundation for both the loosening of approval standards on longer experimentation paths and fast-track mechanisms."
2022,MARKET SIZE AND SPATIAL GROWTH-EVIDENCE FROM GERMANY'S POST-WAR POPULATION EXPULSIONS,"Peters, M",Economic growth; Immigration; Scale Effects; Industrialization; IMMIGRATION; IMPACT; TRADE; PRODUCTIVITY; MIGRATION,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",27,"Virtually all theories of economic growth predict a positive relationship between population size and productivity. In this paper, I study a particular historical episode to provide direct evidence for the empirical relevance of such scale effects. In the aftermath of the Second World War, 8 million ethnic Germans were expelled from their domiciles in Eastern Europe and transferred to West Germany. This inflow increased the German population by almost 20%. Using variation across counties, I show that the settlement of refugees had large and persistent effects on the size of the local population, manufacturing employment, and income per capita. These findings are quantitatively consistent with an idea-based model of spatial growth if population mobility is subject to frictions and productivity spillovers occur locally. The estimated model implies that the refugee settlement increased aggregate income per capita by about 12% after 25 years and triggered a process of industrialization in rural areas."
2022,Child Development in Parent-Child Interactions,"Seror, A",LANGUAGE-DEVELOPMENT; PERSONALITY; ECONOMICS; TECHNOLOGY; DEPRESSION; MODEL; ASSOCIATION; INVESTMENT; PSYCHOLOGY; OUTCOMES,Economics; Business & Economics,21,"I present a model of child development that highlights the effect of parent-child interactions on the formation of skills. Through the parent's affection, the child learns and builds mental representations of the self as loved and competent. These mental representations shape the child's noncognitive skills and foster learning. I show that this model provides a unifying explanation for well-established evidence on child development. The model also sheds light on how early exposure to media devices can negatively impact skill acquisition. I discuss implications for the design of policies to reduce inequalities in child development."
2022,STRUCTURAL RATIONALITY IN DYNAMIC GAMES,"Siniscalchi, M",Conditional probability systems; sequential rationality; strategy method; STATED BELIEFS; INDUCTION; EQUILIBRIUM; PLAY,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",3,"The analysis of dynamic games hinges on assumptions about players' actions and beliefs at information sets that are not expected to be reached during game play. Under the standard notion of sequential rationality, these assumptions cannot be tested on the basis of observed, on-path behavior. This paper introduces a novel optimality criterion, structural rationality, which addresses this concern. In any dynamic game, structural rationality implies weak sequential rationality (Reny (1992)). If players are structurally rational, assumptions about on-path and off-path beliefs concerning off-path actions can be tested via suitable ""side bets."" Structural rationality also provides a theoretical rationale for the use of a novel version of the strategy method (Selten (1967)) in experiments."
2022,Separating Ownership and Information,"Voss, P; Kulms, M",GOLDEN PARACHUTES; LARGE SHAREHOLDERS; DECISION-MAKING; TARGET CEOS; TAKEOVERS; EXCHANGE; DISCLOSURE; AUTHORITY; MERGERS; TALK,Economics; Business & Economics,3,"This paper identifies an upside of the separation of ownership and control, typically the source of inefficiencies in the theory of the firm. Because insiders obtain private information by exercising control, the separation of ownership and control leads to a separation of ownership and information. We show that this separation is neces-sary for efficient trade in the market for corporate control. The anal-ysis reveals how strategic communication between inside and outside shareholders facilitates takeovers by eliciting external bidders' pri-vate information. Our results call into question mandatory disclo-sure requirements during takeovers. (JEL D21, D82, G32, G34)"
2022,The Economic Effects of Long-Term Climate Change: Evidence from the Little Ice Age,"Waldinger, M",AGRICULTURAL OUTPUT; RANDOM FLUCTUATIONS; SPATIALLY EXPLICIT; UNITED-STATES; LAND-USE; TEMPERATURE; ADAPTATION; MIGRATION; WEATHER; EUROPE,Economics; Business & Economics,30,"Recent studies consistently find important economic effects of year-to-year weather fluctuations. I study the economic effects of long-term and gradual climate change over 250 years in the Little Ice Age (1600-1850), during which people and economies had time to adapt. Results show significant negative economic effects of long-term climate change. Temperature impacted the economy through its effect on agricultural productivity and mortality. To adapt to the Little Ice Age, economies increased trade and changed land use. I discuss the relevance of these results for understanding the impact of today's climate change, especially in developing countries."
