Year,Title,Author,Keywords,Journal,Citations,Abstract
2025,数字经济对农村劳动力非农就业的影响——评《数字经济对农村劳动力非农就业的影响研究》,罗吉;王亚华,,管理世界,0,<正>近年来，以数字化、信息化、网络化、智能化等为特点的数字经济对经济社会发展的影响日益凸显。由田鸽著写的《数字经济对农村劳动力非农就业的影响研究》一书，在充分挖掘数字经济丰富内涵的基础上，证实了数字经济在提高农村劳动力非农就业量、推动城镇化发展方面扮演的重要角色，进一步分析了数字经济对促进城镇化发展过程中的有效社会分工形成和优化农村劳动力非农就业结构的重要作用。本书的研究既是对现有的关于信息化、网络化等经济效应研究的拓展，又为实施相关政策以进一步促进数字经济发展，着力保障数字经济促进不同技能农村劳动力从事不同类型非农工作提供了理论支撑，因而具有重要的学术和政策价值。
2025,大数据时代工商管理方法与实践探究——评《工商管理理论与实践研究》,张旭亮;傅泽,,管理世界,0,<正>大数据时代的到来，对工商管理带来了深刻的变革。信息技术迅猛发展，海量数据不断产生，由此对数据的处理能力也显著提升，企业在管理决策、市场分析和客户关系等方面面临新的机遇与挑战。数据的爆炸性增长源于互联网的普及、物联网的兴起以及移动设备的广泛应用，使企业能够通过各种渠道收集到丰富的数据，包括客户行为、市场趋势和竞争态势等。
2025,数字经济发展、资本跨区域非对称流动与异地分类投资,孙伟增;司璐;吕越,数字经济;资本流动;企业投资模式;全国统一大市场;投资多元化,经济研究,0,促进资本自由充分流动和合理配置，是全国统一大市场建设的关键环节。毋庸置疑，数字经济是助推资本自由充分流动的重要动能。本文利用上市公司异地投资数据以及母子公司生产关系信息，从规模、模式和方向三个维度分析了数字经济发展对资本跨城市非对称流动的影响。研究表明，数字经济发展的作用包括：第一，显著促进本城市企业的对外投资和外地资本的进入，但对资本流出的促进作用相对更大；第二，同时促进市场扩张型、跨行业型以及分工型资本的非对称流动，对生产型、销售型和研发型的资本流动存在积极作用，但会限制加工型投资的流入；第三，对资本跨区域流动的影响呈现出明显的“数字鸿沟”现象——本城市与数字经济水平更高的城市之间资本互动的增加明显超过与数字经济水平较低的城市之间的联动。进一步的机制分析表明，母子公司所在城市的数字经济发展对母公司的融资约束和委托代理成本具有非对称性影响，而两地之间的数字鸿沟会降低企业的异地投资效率。本文研究对于全面理解数字经济发展对资本流动的影响、在数字经济背景下促进全国统一大市场建设、加快发展新质生产力以及构建新发展格局具有重要的理论和政策价值。
2025,债券注册制实施与市场高质量发展：以取消债券余额比例上限为视角的分析,林晚发;郭雅婷;杨大宇;刘颖斐,40%比例上限放开;债券信用利差;债券定价效率;最优资本结构,经济研究,0,债券注册制改革放松了对债券余额比例上限的硬约束监管，本文重点分析了该政策对债券市场的影响。特征事实描述发现，随着40%债券余额比例上限硬约束的放开，债券发行人的债券余额比例显著上升，其中有约8.1%的债券是由余额比例超过40%的企业发行。回归分析发现，相比未超过40%上限的债券，超过40%比例的债券发行信用利差较低，且一二级市场价差更小，展现了这部分债券较高的定价效率。扩展性分析发现，事前受到更大约束且资质良好的企业，其所发行的债券定价效率更高。同时，这些企业发行债券融资更多流向经营与投资活动，促进了盈利能力的提升，降低了债券违约风险，进一步体现出债券市场资源配置效率的提升。上述结果表明，40%比例上限硬约束放开在提升债券市场直接融资比重的同时，也提高了资源配置效率，从而为监管部门从不同角度继续深化注册制改革提供一定的理论依据与经验参考。
2025,金融创新、金融结构与企业创新,陈雨露;蓝焕琪;马勇,金融创新;金融结构;企业创新,经济研究,0,本文基于中国金融体系结构的实际特征，通过在离散时间熊彼特模型中引入银行部门与资本市场，系统考察了银行部门金融创新对企业创新的影响，以及这一影响在不同金融结构下的表现差异。模型分析表明，银行部门的金融创新能够有效降低银行对企业创新贷款所要求的风险溢价，从而降低企业的创新融资成本，激励企业进行更多的研发投入，且这一激励效应在银行部门占比更高的金融结构中表现得更为明显，说明银行主导型的金融体系更应该重视银行部门创新的作用。在此基础上，本文使用中国A股上市公司及其贷款银行的匹配数据对上述模型结论进行实证检验，相关结果指向了与理论模型一致的结论。本文的分析进一步深化了对银行部门金融创新如何影响实体经济创新的理解，并为金融创新与企业创新“双轮驱动”的新质生产力发展新模式提供了理论支持。
2025,货币政策对企业预期的影响——基于工业企业微观调查数据的分析,李力;李学楠;刘晓蕾,货币政策;企业预期;微观调查;稳预期;融资状况,经济研究,0,本文聚焦于货币政策的“稳预期”效果，构建了包含实际摩擦和金融摩擦的动态随机一般均衡模型，探究货币政策对经济主体预期变动的影响，并基于一套独特的工业企业微观调查数据，考察货币政策冲击对微观企业产量预期的具体影响。研究发现：宽松的价格型和数量型货币政策冲击均能推动企业形成积极预期，两者在边际上分别使得企业对于下季度产量形成积极预期的概率增加5.3%和23%左右，且数量型工具“稳预期”的影响比价格型工具更广。在宏观经济景气程度较高以及消费需求扩张的状态下，扩张性货币政策“稳预期”的效果会更加明显。宽松货币政策有利于改善企业的外部融资状况，也会使得企业新增投资的意愿更加积极，进而推动企业形成积极预期。本文的研究表明，适度宽松的货币政策应进一步加大逆周期调控力度，并统筹使用数量和价格两类货币政策工具，多措并举扩大内需，以增强货币政策“稳预期”的效果。
2025,财政金融协同的实体经济促进效应：基于信用创造的视角,余明桂;张萌萌;安剑锋,财政金融协同;抵押品;信用创造;实体经济促进效应,经济研究,0,党的二十届三中全会强调，要统筹推进财税、金融等重点领域改革，健全宏观经济治理体系。为了加强财政和金融政策的协调配合，我国各地区地方政府先后实施了政府采购合同融资政策（简称“政采贷”政策）。该政策支持中小企业将政府采购合同对应的未来收款权作为抵押品向银行申请贷款，并通过设立“政府—企业—银行”专用账户，确保合同款项支付到专用账户用于偿还银行贷款。本文以“政采贷”政策的实施作为冲击，研究财政金融协同是否有助于中小企业融资，促进实体经济发展。结果发现，“政采贷”政策通过信用创造效应显著增加了中小企业的银行贷款。此外，“政采贷”政策也显著促进了中小企业的固定资产投资和劳动雇佣水平。本文的研究具有重要的政策启示，即创新型财政金融协同有利于盘活存量政府资源，发挥信用创造效应，支持实体经济发展，实现政府不增加财政负担、企业增加抵押品、金融机构获得安全资产的三方共赢。因此，未来的改革可以进一步发挥基于财政政策的抵押品创造功能，引导金融资本投向实体经济，同时也应优化地方政府债务结构，重视化解地方债务风险，实现财政与金融的良性互动。
2025,政府就业增长目标、民生保障性财政支出偏好与稳就业效应,王海军;伍骏骞;谢凯;刘炎周,就业增长目标;民生保障性财政支出偏好;稳就业效应,经济研究,0,就业增长目标是我国重要的就业制度安排。政府提高就业增长目标是否会促使企业增加招聘，是否会采取策略性招聘？长期以来地方政府存在“重生产投资、轻民生保障”的财政支出结构扭曲问题，政府就业目标能否对该问题进行定向矫正？本文在序贯博弈框架下刻画政府就业目标、民生保障性财政支出偏好与企业招聘之间的互动关系，并通过手工收集的1967份地级市政府工作报告城镇新增就业目标数据、中国地方政府财政预决算独特数据以及近5800多万条企业互联网招聘数据进行实证检验。研究发现：（1）地方政府就业增长目标的提高显著促进了企业招聘，具有稳就业效应，且主要通过增加就业补贴的途径发挥作用。（2）政府就业目标既促使企业招聘高技能劳动力，具有人力资本升级效应，也兼顾了对低技能劳动力的招聘，发挥了包容性就业效应。（3）由于就业目标会激励政府兑现其稳就业承诺，在民生保障性财政支出初始偏好较低的地区，就业目标的稳就业效应更显著，表明就业目标能够定向矫正财政支出结构扭曲问题。（4）企业切实增加了吸纳就业的人数，而非采取“招而不聘”“招新裁旧”“35岁门槛”等策略性招聘行为。成本收益测算也显示，政府为完成就业目标投入的就业补助所带来的收益大于成本，即就业目标政策兼顾了社会与经济效益，但其效果依赖于目标形式和政策执行环境。本研究对于理解并优化就业目标制度、防范规模性失业风险具有重要意义。
2025,中国数据资本形成总额与数据资本存量测算,许宪春;雷泽坤;胡亚茹,数据资本形成总额;数据资本存量;大数据;机器学习,经济研究,0,数据是数字经济时代的关键生产要素，其资产化是必然趋势。然而，数据资产的概念、核算范围、核算方法等统计核算问题，在国内外尚未形成统一标准。本文在国民经济核算框架下，从理论、方法与应用分析三个层面开展国际可比口径的数据资产测算研究。本文结合智联招聘数据、天眼查企业数据、上市公司财务数据、就业工资统计数据等资料来源，利用机器学习、文本分析等统计分析工具，基于双链结构数据价值链的成本法测算了全国、地区和行业层面的数据资本形成总额，利用永续盘存法测算了相应的数据资本存量。结果显示，中国数据资本形成总额由2003年的509.28亿元上升至2021年的14738.27亿元；中国以2003年为基年的不变价数据资本存量由2003年的896.35亿元上升至2021年的19075.90亿元。分区域看，东部经济发达地区数据资本形成总额与数据资本存量位于前列，西部和东北地区较低。分行业门类看，制造业数据资本形成总额与数据资本存量规模最大。中国数据资本形成总额和数据资本存量增速明显高于美国和加拿大；中国数据资本形成总额在2021年略超过美国，但数据资本存量相较美国还存在一定差距。
2025,国内和全球创新网络的协同嵌入与企业技术赶超,王康;苏盖美;李逸飞;肖琼琪,国内创新网络;全球创新网络;企业技术赶超;二元创新;新发展格局,经济研究,0,准确把握和运用国内与全球创新网络的协同嵌入对企业技术赶超的影响机理，是实现高水平科技自立自强，以中国式创新推进中国式现代化的关键抓手。本文建立国内和全球创新网络协同嵌入与企业技术赶超的理论研究框架，并基于中关村海淀科技园全样本企业数据集和IncoPat专利数据库，实证分析企业技术赶超目标下国内和全球创新网络的协同嵌入机制。研究发现：第一，国内和全球创新网络都具有促进企业技术赶超的独特优势，但随着单一网络的结构性过度嵌入，国内创新网络同质化特征和全球创新网络风险性特征较为明显，导致利用式创新与探索式创新失衡，出现边际递减效应；第二，国内与全球创新网络的协同嵌入能克服上述不足，促进二元创新高水平动态平衡，实现技术轨道跃迁，促进企业技术赶超；第三，在动态协同关系中，国内与全球创新分别在技术水平较低和较高阶段发挥更加突出的作用；第四，现阶段，应在两个网络协同嵌入的同时，进一步强化国内创新网络的作用，推动全球价值链攀升，实现中国企业新一轮技术赶超。研究结论为新发展格局下优化企业技术赶超路径，打好创新网络嵌入“组合拳”，构建具有全球竞争力的开放创新生态提供了理论支撑和实践启示。
2025,农村集体经济发展、农户收入增长与差距缩小——基于制度环境与治理结构的分析,张浩;程名望;张财经;郑淋议,农村集体经济发展;外部制度环境;内部治理结构;增收效应;拉平效应,经济研究,0,农村集体经济作为社会主义公有制经济的重要组成部分，是中国实现乡村振兴和共同富裕的重要途径。本文采用中国农村家庭追踪调查（CRHPS）数据，从外部制度环境与内部治理结构双重视角，实证考察了农村集体经济发展的农户增收效应及收入差距拉平效应。研究发现：第一，农村集体经济发展能够显著促进农户增收，主要通过加强资产整合利用、创造非农就业和创业机会、推进农业规模经营等途径实现。第二，外部制度环境下，政府扶持项目、农村基础设施建设、政府考核目标等能够强化农村集体经济发展的农户增收效应；内部治理结构中，自治规章制度、农村信息公开能够强化农村集体经济发展的农户增收效应。第三，农村集体经济发展对低收入农户的增收效应更为显著，能够拉平农户内部收入差距，有利于促进共同富裕。第四，农村集体经济发展对农户收入的影响，在农户收入结构、基层组织建设、宗族网络等方面具有显著的异质性。该研究为发展农村集体经济以促进乡村振兴和共同富裕的国家战略提供了经验证据和决策参考。
2025,系统观念下中国共产党领导经济工作的实践路径,方涛,系统观念;中国共产党的领导;经济工作;政治经济学,经济研究,0,以习近平同志为核心的党中央坚持系统观念，全面、系统、整体地落实党对经济工作的领导，丰富了马克思主义政治经济学关于经济和政治关系的理论，揭示了党领导经济工作的实践路径。一是坚持总揽全局，全覆盖、全方位、全过程地把党的领导贯彻到经济工作的各领域各方面各环节。二是坚持统筹兼顾，在处理好各种重大关系中形成推动经济高质量发展的强大合力。三是坚持一体推进，在政治和经济的统一中整体落实党对经济工作的领导，把党的全面领导的最大政治优势转化为经济发展实绩。加强党对经济工作的领导，既为经济发展提供了政治保证，也夯实了政治发展的经济基础，使政治和经济在良性互动、动态平衡、有机统一中共同推动中国式现代化行稳致远。
2025,中间品扩展型技术进步、生产网络结构转型和产业结构变迁,吴涵;郭凯明,产业结构变迁;生产网络;中间品扩展型技术进步;全要素生产率,经济研究,0,本文构建了一个内生产业结构变迁和生产网络结构转型的系统性分析框架，在理论上提出中间品扩展型技术进步，即来自不同产业的中间品在特定产业生产过程中的相对生产率变化，是促使生产网络结构转型进而推动产业结构变迁的重要动力；细分行业生产网络广延边际效应或细分生产任务结构转型等因素都可能带来产业层面的中间品扩展型技术进步。本文的定量分析发现：1995—2014年中国特定产业中间品扩展型技术进步对该产业中间投入中各产业比重变化的解释力在30%以上，特别是在第三产业中的解释力超过了90%；第二产业中间品扩展型技术进步对第一产业就业比重的降低作用超过了5个百分点，第三产业中间品扩展型技术进步对第三产业就业比重的提高作用超过了2个百分点；三次产业全要素生产率提升虽然对产业结构变迁也有影响，但影响程度基本小于第二和第三产业中间品扩展型技术进步。本文从中间品扩展型技术进步视角为产业结构变迁的经济动因提供了一个新的经济解释，也由此在中国以科技创新引领现代化产业体系建设方面提出了具体政策建议。
2025,中国共产党经济思想中的“第二个结合”,裴长洪,中国共产党经济思想;文化传承;“第二个结合”,经济研究,0,中国共产党坚持和发展马克思主义，不仅强调把马克思主义基本原理同中国具体实际相结合，而且还强调同中华优秀传统文化相结合，只有植根本国、本民族历史文化沃土，马克思主义真理之树才能根深叶茂。这是习近平总书记总结的中国共产党百年来不断实现马克思主义中国化时代化的基本经验和基本规律。对于在一个半殖民地半封建社会如何解决走社会主义道路的问题，中国共产党从土地革命入手，激发了千年传统的社会动力，利用植根于中华土壤的深厚传统互助精神，引导亿万农民走上了社会主义农业合作化道路。新中国成立后，国家制度和治理不仅吸收了马克思主义的理论养分和其他国家的经验教训，而且鲜明地保留了中国文化传统的底色。在创立中国特色社会主义市场经济理论和实践中，吸收了具有浓郁中国文化特征的国家经济治理思想。中国共产党的改革思想和理论运用了贯通古今的辩证法思维，与中华优秀传统文化渊源相通。它把种种相互矛盾的事物有机统一起来，形成了中国特色的制度体系。求富是中国千年经济思想史讨论的重要话题，而改革开放后以经济建设为中心并实现“小康”则是中华民族千年传统文明的延续与发展。实现共同富裕是中国古代经济思想的传统，今天已成为迈向中国式现代化目标的文明传承因素。实现中国式现代化并创造人类文明新形态，既包括生产力的高度发展，也要求文明的其他领域，生产关系和上层建筑、意识形态发生伟大变革。这些方面都离不开中国历史文化传统的创造性转化和创新性发展。
2025,创新驱动、激励机制与高校科技成果转化——以省部共建国家重点实验室为例,亢延锟;郭家宝;胡志安;陈斌开,省部共建实验室;校企合作;科技成果转化;激励机制,管理世界,0,促进高校科技成果转化，尤其是加强高校创新与产业的精准对接是实施创新驱动发展战略的重要举措。本文以省部共建国家重点实验室的设立为背景，讨论了高校层面的考核激励对其创新行为和成果转化的影响。在理论层面，基于一个高校创新的多任务模型，本文指出，当高校面临创新数量和质量的双重考核时，数量型考核压力越大，高校越容易出现“重数量轻质量”的问题，并且当高校单位投入可实现的创新数量越多时，该问题愈加明显。在实证层面，本文首先发现省部共建国家重点实验室对高校创新的影响具有“重数量轻质量、重申请轻实施”的特征，且对于处在实验室考核年和学科评估临界值附近的高校，这种现象更加明显；其次，以专利成果署名顺序为切入点，研究发现省部共建实验室设立后，高校为了以更低的投入获取专利第一申请人的身份，更多与议价能力较低的小规模企业开展合作研发，产生的合作专利质量明显更差；最后，本文发现实现高校与地方产业的精准对接，有利于弱化高校创新中“重量轻质”的内在激励，促进高校科技成果的提质增效。
2025,政府资助社会组织的行动逻辑、实现机制和政策效果研究,沈永东;毕荟蓉;郁建兴;王晓蓬,政府资助;社会组织;政策效果;行动逻辑,管理世界,0,政府资助社会组织成为增进民生福祉、提高公共服务优质共享的重要举措。本文基于2012～2021年中央财政支持社会组织参与社会服务十年政策执行的经验现象分析，提出了“行动逻辑—实现机制—政策效果”的解释框架。本文发现：（1）政府资助社会组织具有提升社会服务供给、提高社会组织发展、改善政社关系等多元政策效果；（2）政府在工具性行动逻辑和社会性行动逻辑的驱动下资助社会组织，且在不同资助阶段产生动态变化；（3）在双重逻辑的动态驱动下，政府资助社会组织的不同政策效果经由资源撬动、规范赋能、引领示范等3种机制得以实现，并呈现出差异化特征。本文从行动逻辑层面拓宽了西方政府资助社会组织理论，贡献了政府资助社会组织的中国模式，为政策制定者和社会组织开展政策评估与机制选择提供有益启示。
2025,科创板企业上市标准选择对IPO通过的影响研究,郑国坚;刘潋;马新啸,科创板企业;注册制;盈利标准;非盈利标准;上市标准选择,管理世界,0,本文首次针对性关注同时满足“盈利标准”和“非盈利标准”的申请上市科创板的企业，研究其上市标准决策能否以及如何影响IPO通过，主要发现：（1）同时满足“盈利标准”和“非盈利标准”时，科创板企业选择“非盈利标准”通过IPO的概率比选择“盈利标准”平均高出19.58%;(2)机制检验表明，企业选择“非盈利标准”更符合科创板制度设计的合法性要求，从而更易通过IPO，而信号传递渠道不成立；（3）进一步考察科创板制度优化的外生影响，相关制度加强了拟上市企业整体的规制合法性，削弱了选择“非盈利标准”对IPO通过的正向作用；（4）异质性检验显示，包容性上市标准有助于解决地区间创新发展不平衡的问题，位于非长三角地区和非一线城市以及承销券商声誉更高的企业，选择“非盈利标准”通过IPO的可能性更大；（5）部分企业仍然选择“盈利标准”申请上市的原因在于，其会基于“成本—收益”权衡作出理性决策，选择“非盈利标准”通过IPO的同行企业数量和募资越多，以及合作保代的注册制保荐经验越丰富时，上述企业选择“盈利标准”的倾向越小；（6）经济后果检验表明，企业选择“非盈利标准”上市后的财务舞弊可能性更低、经营业绩更好。
2025,关税和境内税收协同视角下的国际贸易政策设计,纪珽;陆毅;段玉婉,国际贸易;贸易政策;结构方程;最优关税;量化贸易,管理世界,0,增值税和不完全出口退税的政策组合会产生出口税的效果。在这样的前提下，中国保持了强劲的出口势头，这展示了中国制造的竞争力，同时也为贸易政策的调整创造了新的维度和空间。本文提出关税和境内税收应协同发挥作用的政策理念。为此，本文建立了一个包含关税和多种境内税收的多国贸易模型，首先通过理论推导展示了开放环境下各种税收如何影响经济运行，再基于数值模拟，逐步进行了单税收、单国多税收、多国多税收互相博弈的定量优化设计分析。研究结果表明：关税和部分境内税种在作用机制上直接相关，并以高度耦合的方式影响居民福利及其他重要经济指标，因此进行国际贸易政策设计时应当将它们统一规划和调整。增值税的不完全退税特征会通过改变相对价格直接影响国际贸易，因此出口退税是贸易政策体系设计中的重要一环，在形式上也具有探索创新的空间。在世界主要国家当前的税制现状下，当国际贸易政策博弈从关税扩充到更多税收的组合时，中国能够显著改变竞争态势，获得明显优势。
2025,减税政策与地方预算统筹,张牧扬;费冒盛,预算统筹;减税政策;预算间资金调动,管理世界,0,在深化财税体制改革、健全预算制度背景下，如何加强财政资源和预算统筹，提升地方财政的稳健性和可持续性显得尤为关键。本文立足现行《中华人民共和国预算法》对四本预算相衔接的要求，以2017～2019年增值税减税政策为外生冲击，运用231个地级市财政预决算数据，研究地方政府在减税政策之下的预算统筹行为。研究发现，对增值税依赖度较高，从而受减税政策影响较大的地区，一般公共预算调入资金规模更大，且地方政府为应对减税冲击有主动提升土地出让收入的倾向，以支撑一般公共预算调入资金规模的扩张。进一步分析表明，调入资金确实降低了地方政府的赤字依赖度与债务负担。研究结论表明，加强预算统筹是实施积极财政政策的重要工具，但从健全预算制度层面出发，仍有一定改进空间。深化财税体制改革需要在增加地方自主财力的同时，构建规范、透明的预算间资金衔接准则。
2025,从基层“三保”的财力保障看财政转移支付的效果和优化路径,仇童伟;彭嫦燕;甘犁,基层“三保”;财政支出偏好;财政转移支付;财政资金直达机制,管理世界,0,做好基层“三保”（保基本民生、保工资、保运转）工作，关系到政府履职尽责和人民群众的切身利益，是维护经济运行正常和社会大局稳定的“压舱石”。本文利用2016～2020年中国地方政府财政预决算数据库数据，描述了基层“三保”特征，并评估了财政转移支付的效果。研究结果显示，2016～2018年全国区县“三保”支出平均占比略高于40%，但2019年后出现大幅增长并超过了50%。如果不考虑财政转移支付，那么东部、中部和西部分别有超过30%、50%和60%的区县无法负担“三保”支出；如果考虑财政转移支付，那么基层“三保”保障将不存在财力不足问题。在“三保”支出内部，虽然基层政府在早期偏好保工资和保运转支出，但2019年之后保基本民生支出占比大幅增加，体现了新常态下中央财政保障民生的基本取向。进一步证据显示，财政转移支付有利于提高基层保工资支出，但仅专项转移支付对西部基层保基本民生支出存在激励作用；落实财政资金直达机制有利于提高基层“三保”支出，且对保基本民生支出的效果最佳。其中，落实专项转移支付直达机制对基层“三保”的保障作用更强。鉴于此，当前亟须测算基层“三保”的合理支出水平、强化共同财政事权转移支付专款专用属性、调整专项转移支付的规模与结构、因地制宜实施财政激励政策。
2025,全国统一大市场建设、地区间技术互补与省际贸易增长,陈喆;郑江淮;冉征,全国统一大市场建设;技术互补;省际贸易流动份额,管理世界,0,在因地制宜发展新质生产力阶段，全国统一大市场建设应持续推进创新资源跨地区优化配置，引领地区间互动机制从生产联系深入到技术联系，持续增强地区间技术互补以不断扩大省际贸易联系、促进省际贸易持续增长。本文通过构建包含技术互补关系的多地区采购贸易模型，深入探讨技术互补在强化省际贸易流动份额中的关键作用。基于中国1992～2017年发明专利数据测算得出省际层面技术互补指数与贸易流动份额指数，本文有以下研究发现。（1）技术互补显著提升了省际贸易流动份额，相比于技术结构简单产品，省际在技术结构复杂产品上进行技术互补对推动省际贸易流动份额的贡献作用更突出。（2）随着地理范围的不断扩大，技术互补对省际贸易流动份额的促进作用呈现持续存在特征，具有明显的省际贸易放大效应。（3）基于强化技术互补的检验发现，降低创新资源配置不确定性能够加快省际技术互补提升；优化营商环境将推动中低收入省份融入高收入省份互补性技术体系；促进发明人才合理配置有利于各省份在技术结构复杂产品上开展技术互补活动。本文的研究揭示了全国统一大市场建设下的技术互补演变及其对省际贸易增长的影响，为我国建设技术和发明人才全国统一大市场，形成以贸易增长为导向的技术互补体系，进而因地制宜布局有本地优势的新质生产力找准政策发力方向。
2025,链主企业对技术压力型政策变化的创新响应策略——基于比亚迪的纵向案例研究,何琪;王昶;邓婵;耿红军,链主企业;技术压力型政策变化;创新响应;技术轨道;认知,管理世界,0,技术压力型政策是政府促进新兴技术创新发展的重要手段，但企业尤其是链主企业如何对其进行创新响应，尚未得到充分的理论阐释。本文融合认知视角与技术轨道理论，通过对比亚迪动力电池技术的纵向单案例研究，探索链主企业对技术压力型政策变化的创新响应策略及其背后的机制。研究发现：第一，面对技术压力型政策变化，链主企业通过实施实质性顺轨创新、策略性变轨创新、前瞻性并轨创新策略，实现对政策变化的灵活响应；第二，链主企业依据对政策变化与自身能力的认知判断，通过对技术方向选择与知识编排调整，自主转换技术轨道响应政策变化，实现技术优势深度挖掘、广度拓展和全面领先；第三，链主企业凭借技术与关系领导力以及在产业链中的地位，在技术压力型政策变化的创新响应上较一般企业更具能动性。这一发现拓展和深化了企业对政策的创新响应理论研究。本文的研究结论为强化企业创新主体地位，尤其是充分发挥链主企业的创新引领作用，进而更好实现有为政府与有效市场的结合提供启示与借鉴。
2025,重大工程价值创造过程的适应性迭代机制——以都江堰水利工程“惠泽永敷”为例,陈光宇;税发萍;鲁若愚;李仕明;李志琴,重大工程价值;惠泽永敷;都江堰水利工程;适应性迭代;代际义务,管理世界,0,人与自然和谐共生的价值永续是重大工程高质量发展的核心理念。本文对都江堰水利工程千年古堰价值的质性研究，系统探索了重大工程“惠泽永敷”价值创造过程的行为机制、演化路径与理论内涵。研究发现：（1）重大工程价值创造过程的适应性迭代存在乘势生物、合道成物与合和共生3种行为机制，依次涌现在生物迭代、成物迭代和共生迭代3个过程，整体呈现螺旋上升的动态演进趋势；（2）在道与器的传承与创新交互作用下，呈现“简约速效—制度匹配—区域协同”的经济性演化路径，这种路径依赖对良性迭代产生连续的强化作用；（3）普惠价值演化经历功能形成、环境复合、区域融合的阶段性系统跃升，价值目标依赖对良性迭代产生稳定的保障作用；（4）重大工程“惠泽永敷”演化过程中隐含的价值基因，呈现代际属性、代际传承、代际义务的逐级进化，对经济性路径突破与普惠价值演化发挥驱动作用。本文提出的理论框架既是对中国特色重大工程价值理论的自主性探索，也是在中国式现代化背景下对重大工程价值普惠路径及适应性理论的挖掘与探索。
2025,乡村品牌身份重构如何助力乡村振兴？——基于贵州“村超”的探索性案例研究,王泽宇;周翔;王增文;王英奇;邓智平,乡村振兴;关系战略;品牌身份;身份建构;最优区分,管理世界,0,乡村是中国社会的基础。鉴于乡村的资源积累相对薄弱，利用特色品牌建设来吸引利益相关者的资源投入已经成为推动乡村发展的重要途径。本文将乡村视为品牌社群，运用最优区分理论，以贵州省榕江县“村超”带动乡村发展的实例为切入点，深入探究乡村如何凭借品牌身份构建来动员利益相关者资源投入的机制逻辑。具体而言，欠发达乡村可以通过两种身份区分机制——内化式平衡与外衍式平衡，逐步强化对内外部利益相关者的资源动员效果。一方面，通过内化式平衡，乡村能够重新凝聚内部的利益相关者，共同培育出具有地方特色的核心竞争力；另一方面，借助外衍式平衡，乡村进一步整合外部利益相关者，吸引并汇聚优质资源，携手推进核心竞争力的深度开发，进而为乡村振兴注入了持久的发展活力。此发现不仅为乡村振兴战略提供了微观关系战略层面的实践启示，同时也拓宽了身份构建理论与最优区分理论在实践中的应用范畴。
2025,中国式现代化视域下新质生产力的政治经济学研究——兼评《新质生产力赋能中国式现代化》,谭学想,,管理世界,0,<正>新质生产力是推动中国式现代化建设的强大新动能，基于中国式现代化的战略要求进行新质生产力的政治经济学阐释，对推动新质生产力高质量发展，并赋能中国式现代化建设具有重要意义。洪银兴、任保平所著《新质生产力赋能中国式现代化》一书根据中国式现代化的时代任务，基于政治经济学范式阐释了新质生产力的丰富蕴涵，结合新科技革命背景论述了新质生产力赋能中国式现代化的理论机理，围绕科技创新和产业创新深度融合的现实要求阐明了适应和促进新质生产力高质量发展的主要举措，系统构建了中国式现代化视域下新质生产力的政治经济学架构。
2025,数字平台与制造业企业利润率,谢富胜;邓可为;江楠,数字平台;制造业;利润率;商品流通;价值提取,经济研究,0,数字平台作为新的商业资本的具体形态，凭借其加速制造业商品流通与资本周转的功能，能够提取制造业企业创造的价值从而获取利润。数字平台的“加速周转”效应与“价值提取”效应共同作用于制造业企业利润率，随着制造业的数字平台投入越过一定门槛，前者的影响逐渐被后者抵消，致使利润率下降。本文吸收任务模型和利息议价模型中对流通时间和博弈过程的设定，以一个拓展的资本循环模型刻画了上述过程；随后通过投入产出表数据构建数字平台中间投入量指标，使用门槛回归等方法验证了上述机制。相关政策需要推动制造业企业积极接入数字化产业生态系统，使平台与制造业企业之间的博弈从竞争走向合作，才能使得数字平台成为中国企业打通要素循环、塑造新发展格局的关键力量。
2025,中国企业数字技术风险暴露对企业价值的影响——来自大语言模型的文本分析证据,陆瑶;施函青;周欣怡,数字技术风险;供应链外溢;大语言模型;企业价值;数据安全,经济研究,0,做优做强数字经济，需要统筹发展和安全两个方面，高度重视新一轮数字技术变革中的风险防范问题。本文利用FinBERT和GPT大语言模型对A股上市公司年报管理层讨论与分析部分进行文本分析，构建多层次数字技术风险暴露程度的衡量指标，探讨我国企业数字技术风险的暴露情况及对企业市场价值的影响。研究发现:第一，年龄较大、杠杆率较高、资产收益率较低、公司治理水平较差的企业面临更严重的数字技术风险暴露。第二，数字技术风险暴露会显著降低公司的长期市场价值。其中，数据安全风险和网络安全风险均有明显负面影响。在利用美国同行业数字技术风险暴露作为工具变量缓解内生性问题后，本文实证结果保持稳健。第三，主要的影响机制在于数字技术风险通过数字基础设施的互联性，对供应链生产网络产生溢出效应，且给企业带来长久的声誉损失。本文的结论对如何平衡数字化转型中的收益与风险、推进企业持续优化数字化转型路径、护航数字经济长期健康发展具有政策意义。
